Date,Open,High,Low,Close,Volume
2022-01-03,4120,4190,4090,4180,90842500
2021-12-30,4080,4140,4060,4110,146989400
2021-12-29,4090,4100,4070,4080,27676500
2021-12-28,4090,4110,4070,4090,52952500
2021-12-27,4070,4110,4060,4060,65491200
2021-12-24,4100,4120,4050,4070,59795000
2021-12-23,4090,4110,4060,4100,72736800
2021-12-22,4100,4110,4050,4050,104738000
2021-12-21,4100,4120,4080,4080,109561800
2021-12-20,4070,4130,4060,4120,89198900
2021-12-17,4090,4140,4090,4110,153165400
2021-12-16,4220,4220,4120,4140,136646600
2021-12-15,4150,4230,4140,4200,124522800
2021-12-14,4150,4160,4130,4130,100110000
2021-12-13,4170,4200,4160,4160,86848900
2021-12-10,4130,4160,4130,4130,122999200
2021-12-09,4220,4220,4160,4190,90471500
2021-12-08,4250,4250,4170,4210,143230200
2021-12-07,4190,4230,4160,4230,182048000
2021-12-06,4200,4220,4110,4110,106610000
2021-12-03,4210,4220,4170,4170,93227100
2021-12-02,4060,4220,4060,4200,139281800
2021-12-01,4090,4180,4070,4080,163457900
2021-11-30,4150,4220,4090,4090,316653200
2021-11-29,4150,4190,4080,4170,164312800
2021-11-26,4190,4220,4150,4160,148652500
2021-11-25,4180,4250,4180,4220,123609400
2021-11-24,4200,4230,4190,4210,111072800
2021-11-23,4280,4280,4200,4210,104294200
2021-11-22,4310,4310,4250,4280,151514000
2021-11-19,4220,4290,4220,4280,182167700
2021-11-18,4150,4190,4140,4180,114881200
2021-11-17,4170,4200,4160,4200,126523700
2021-11-16,4120,4170,4120,4130,163555000
2021-11-15,4220,4220,4140,4160,220142300
2021-11-12,4270,4290,4210,4220,80234400
2021-11-11,4290,4300,4230,4250,149637700
2021-11-10,4230,4260,4210,4250,69475400
2021-11-09,4230,4250,4220,4250,92453200
2021-11-08,4250,4260,4220,4230,79465600
2021-11-05,4270,4270,4210,4240,74347000
2021-11-04,4330,4340,4250,4250,119591100
2021-11-03,4250,4300,4210,4290,100486300
2021-11-02,4270,4270,4210,4210,124799700
2021-11-01,4330,4330,4220,4230,102079300
2021-10-29,4300,4300,4220,4250,155011100
2021-10-28,4210,4300,4200,4240,159645200
2021-10-27,4330,4340,4260,4290,258038300
2021-10-26,4280,4370,4270,4350,108782400
2021-10-25,4330,4370,4300,4300,128240100
2021-10-22,4340,4400,4320,4400,160459300
2021-10-21,4450,4460,4320,4360,319230200
2021-10-19,4450,4450,4360,4400,161256300
2021-10-18,4350,4410,4340,4410,286829000
2021-10-15,4250,4330,4220,4320,318189600
2021-10-14,4280,4350,4230,4250,196989500
2021-10-13,4230,4300,4220,4280,264629400
2021-10-12,4180,4240,4180,4220,241196000
2021-10-11,4160,4200,4130,4180,146720100
2021-10-08,4190,4240,4130,4160,196631600
2021-10-07,4150,4170,4070,4120,264905400
2021-10-06,3920,4150,3920,4120,446708800
2021-10-05,3950,3980,3910,3930,236562700
2021-10-04,3900,4010,3890,3970,335762600
2021-10-01,3850,3920,3830,3900,359864700
2021-09-30,3760,3870,3750,3850,416099000
2021-09-29,3720,3750,3690,3740,143081800
2021-09-28,3770,3770,3690,3720,306827400
2021-09-27,3770,3800,3730,3750,380151200
2021-09-24,3790,3860,3770,3820,634549600
2021-09-23,3600,3770,3590,3770,432390800
2021-09-22,3520,3650,3520,3610,416087300
2021-09-21,3510,3580,3500,3570,410533900
2021-09-20,3590,3590,3510,3590,357971300
2021-09-17,3630,3640,3570,3610,346529100
2021-09-16,3650,3660,3610,3640,194782800
2021-09-15,3670,3670,3620,3660,263544000
2021-09-14,3720,3730,3660,3700,216363400
2021-09-13,3710,3750,3660,3700,169825000
2021-09-10,3710,3790,3670,3780,177033000
2021-09-09,3700,3770,3650,3730,306319600
2021-09-08,3820,3880,3720,3730,228087900
2021-09-07,3890,3920,3870,3910,127616300
2021-09-06,3950,3980,3850,3850,171751300
2021-09-03,3850,3930,3810,3930,150049100
2021-09-02,3860,3890,3840,3870,73855400
2021-09-01,3930,3930,3880,3890,88808900
2021-08-31,3940,3950,3870,3930,122615600
2021-08-30,3850,3940,3840,3940,116852400
2021-08-27,3890,3890,3830,3840,72270500
2021-08-26,3890,3900,3840,3870,62857400
2021-08-25,3850,3900,3850,3890,78700000
2021-08-24,3950,3960,3830,3890,137163100
2021-08-23,3980,3990,3930,3960,61938800
2021-08-20,3880,3940,3830,3930,80299100
2021-08-19,4000,4020,3860,3880,198373600
2021-08-18,3990,4090,3930,4070,224861000
2021-08-16,3870,3930,3840,3930,63711200
2021-08-13,3820,3880,3820,3870,95298300
2021-08-12,3850,3850,3800,3810,85874900
2021-08-10,3890,3890,3810,3820,85771200
2021-08-09,3940,3950,3820,3850,93093100
2021-08-06,4050,4060,3900,3930,138594800
2021-08-05,3900,4090,3900,4050,267404100
2021-08-04,3790,3850,3770,3850,83496200
2021-08-03,3740,3780,3720,3750,79873600
2021-08-02,3770,3770,3700,3740,96187100
2021-07-30,3830,3830,3710,3710,103301100
2021-07-29,3760,3840,3750,3770,93469200
2021-07-28,3800,3810,3720,3730,70705400
2021-07-27,3860,3860,3770,3800,90672700
2021-07-26,3900,3900,3820,3830,81996800
2021-07-23,3940,3950,3830,3870,87235100
2021-07-22,3870,3910,3840,3900,85309600
2021-07-21,3850,3880,3810,3820,100915300
2021-07-19,3850,3850,3780,3780,63023000
2021-07-16,3850,3860,3810,3840,98486200
2021-07-15,3750,3840,3730,3810,127139100
2021-07-14,3780,3800,3700,3710,105184100
2021-07-13,3800,3800,3760,3780,159709500
2021-07-12,3800,3820,3750,3760,119727200
2021-07-09,3860,3870,3780,3800,127826500
2021-07-08,3890,3900,3820,3870,147587600
2021-07-07,3920,3940,3810,3820,148723800
2021-07-06,3950,3950,3890,3890,55317000
2021-07-05,3930,3960,3880,3900,84968300
2021-07-02,4000,4030,3970,3990,85301200
2021-07-01,3940,3970,3910,3940,95671900
2021-06-30,3900,3970,3890,3940,112847100
2021-06-29,3860,3910,3860,3900,121772800
2021-06-28,3980,3990,3930,3930,141231800
2021-06-25,4030,4040,3990,3990,75589800
2021-06-24,4000,4010,3960,3990,50382000
2021-06-23,4050,4070,3940,3940,162498800
2021-06-22,3940,4070,3920,4040,120755000
2021-06-21,3880,3970,3860,3940,145038200
2021-06-18,4060,4060,3910,3910,296000300
2021-06-17,3980,4070,3930,4030,305679700
2021-06-16,4150,4170,4010,4010,437267600
2021-06-15,4350,4350,4210,4230,182463800
2021-06-14,4330,4350,4280,4350,121237400
2021-06-11,4350,4350,4280,4280,52553100
2021-06-10,4280,4320,4260,4300,97257300
2021-06-09,4100,4270,4100,4220,97665400
2021-06-08,4280,4280,4190,4200,98987900
2021-06-07,4340,4350,4210,4250,138866500
2021-06-04,4380,4390,4290,4340,125583500
2021-06-03,4270,4360,4220,4360,157674300
2021-06-02,4350,4380,4230,4260,283865400
2021-05-31,4130,4280,4110,4260,296848200
2021-05-28,4040,4170,4020,4070,249177000
2021-05-27,4140,4190,3950,3950,566074500
2021-05-25,4070,4140,4040,4060,153339900
2021-05-24,3970,4060,3910,4040,133806900
2021-05-22,4000,4210,3900,4160,6819800
2021-05-21,3920,3950,3860,3890,110111400
2021-05-20,3840,3930,3820,3880,149845300
2021-05-19,3850,3940,3850,3870,123005100
2021-05-18,3960,3960,3890,3900,115704100
2021-05-17,3960,4000,3900,3900,195291900
2021-05-11,4030,4040,3980,3990,151844200
2021-05-10,4050,4090,4050,4050,73978500
2021-05-07,4140,4140,4040,4050,75778900
2021-05-06,4130,4130,4070,4110,78386100
2021-05-05,4110,4130,4080,4090,106654100
2021-05-04,4020,4070,4010,4060,76623800
2021-05-03,4060,4070,4000,4010,112939600
2021-04-30,4150,4160,4050,4050,234084900
2021-04-29,4190,4200,4140,4160,113372000
2021-04-28,4170,4220,4130,4130,115076300
2021-04-27,4200,4200,4150,4170,132799600
2021-04-26,4240,4250,4130,4140,143058700
2021-04-23,4200,4280,4190,4250,109555800
2021-04-22,4230,4260,4200,4200,108010700
2021-04-21,4240,4290,4230,4230,47230100
2021-04-20,4290,4330,4220,4310,89285800
2021-04-19,4360,4380,4310,4380,56531400
2021-04-16,4450,4460,4310,4340,67722200
2021-04-15,4390,4410,4280,4410,78427900
2021-04-14,4280,4350,4220,4350,103208800
2021-04-13,4210,4260,4120,4160,109258700
2021-04-12,4390,4390,4200,4210,104651900
2021-04-09,4380,4400,4350,4350,113886800
2021-04-08,4250,4360,4230,4350,144154400
2021-04-07,4230,4240,4160,4200,106319800
2021-04-06,4170,4230,4150,4200,152105800
2021-04-05,4320,4330,4160,4200,314116300
2021-04-01,4350,4370,4210,4290,309252700
2021-03-31,4450,4480,4260,4400,293758300
2021-03-30,4700,4700,4480,4500,195358500
2021-03-29,4780,4780,4720,4720,97096100
2021-03-26,4630,4720,4620,4720,97251100
2021-03-25,4700,4700,4580,4620,86494000
2021-03-24,4730,4730,4650,4670,109556600
2021-03-23,4720,4720,4650,4670,104576700
2021-03-22,4700,4700,4620,4630,60999200
2021-03-19,4750,4750,4670,4670,151268300
2021-03-18,4710,4770,4690,4760,86939900
2021-03-17,4680,4700,4600,4670,105676200
2021-03-16,4660,4770,4610,4720,137296600
2021-03-15,4580,4630,4560,4570,86801300
2021-03-12,4690,4690,4540,4580,138506800
2021-03-10,4650,4660,4590,4630,70367800
2021-03-09,4750,4750,4560,4580,150476600
2021-03-08,4800,4820,4730,4730,63560400
2021-03-05,4740,4770,4700,4770,64715600
2021-03-04,4850,4850,4730,4760,107177400
2021-03-03,4800,4850,4740,4850,77295700
2021-03-02,4870,4880,4800,4800,68358600
2021-03-01,4800,4830,4720,4830,115471100
2021-02-26,4730,4750,4700,4710,147085100
2021-02-25,4770,4770,4670,4730,119666500
2021-02-24,4790,4820,4710,4730,95982000
2021-02-23,4810,4830,4740,4790,98008100
2021-02-22,4850,4870,4760,4790,143288100
2021-02-19,4600,4790,4600,4790,99893400
2021-02-18,4700,4770,4650,4670,138260600
2021-02-17,4710,4730,4620,4630,92298000
2021-02-16,4740,4740,4660,4670,65111300
2021-02-15,4710,4780,4700,4710,84687800
2021-02-11,4700,4710,4630,4680,90618400
2021-02-10,4630,4710,4600,4650,183774900
2021-02-09,4500,4770,4500,4620,422144400
2021-02-08,4530,4530,4450,4460,109288100
2021-02-05,4540,4540,4420,4470,90003100
2021-02-04,4450,4580,4370,4490,147742900
2021-02-03,4480,4480,4360,4380,112944600
2021-02-02,4490,4490,4260,4360,152295400
2021-02-01,4180,4440,3960,4400,322825100
2021-01-29,4570,4610,4180,4180,280201400
2021-01-28,4580,4650,4420,4470,160243000
2021-01-27,4650,4720,4500,4620,180626300
2021-01-26,4780,4790,4620,4650,148952500
2021-01-25,4790,4790,4610,4780,150250800
2021-01-22,4860,4860,4680,4720,166662700
2021-01-21,4920,4950,4770,4790,161156700
2021-01-20,4670,4920,4650,4890,252471500
2021-01-19,4700,4700,4610,4620,138570500
2021-01-18,4580,4650,4540,4620,165968700
2021-01-15,4770,4770,4550,4580,204714500
2021-01-14,4820,4830,4720,4770,133616600
2021-01-13,4770,4840,4750,4790,210161400
2021-01-12,4680,4770,4670,4720,236714500
2021-01-11,4420,4660,4410,4650,383714500
2021-01-08,4330,4390,4300,4390,186370900
2021-01-07,4260,4290,4210,4280,128905400
2021-01-06,4280,4300,4160,4200,116634000
2021-01-05,4300,4300,4240,4270,97239100
2021-01-04,4150,4320,4150,4310,96568200
2020-12-30,4190,4210,4130,4170,90020900
2020-12-29,4250,4280,4170,4180,75203600
2020-12-28,4250,4260,4160,4250,86117000
2020-12-23,4150,4180,3950,4160,170156900
2020-12-22,4240,4280,4120,4130,171484000
2020-12-21,4330,4340,4210,4210,218968900
2020-12-18,4270,4300,4270,4280,207410700
2020-12-17,4360,4360,4310,4330,141727100
2020-12-16,4340,4350,4300,4320,130044800
2020-12-15,4280,4290,4240,4280,133712000
2020-12-14,4300,4310,4270,4280,127385200
2020-12-11,4400,4400,4260,4280,174446900
2020-12-10,4450,4450,4330,4330,193630600
2020-12-08,4400,4400,4340,4400,81272000
2020-12-07,4350,4420,4350,4400,140849600
2020-12-04,4400,4400,4270,4300,150379700
2020-12-03,4350,4400,4300,4400,198985500
2020-12-02,4320,4340,4250,4300,136348400
2020-12-01,4130,4260,4070,4240,228412600
2020-11-30,4250,4280,3990,4090,448799300
2020-11-27,4330,4370,4270,4270,114940800
2020-11-26,4220,4320,4220,4290,136526100
2020-11-25,4320,4390,4250,4320,283337800
2020-11-24,4120,4230,4080,4200,206164400
2020-11-23,4010,4100,4010,4080,123510900
2020-11-20,4040,4080,3990,4020,124785400
2020-11-19,4010,4130,3980,4040,199700800
2020-11-18,3980,4050,3970,4040,182657300
2020-11-17,4000,4020,3930,3960,180851100
2020-11-16,4050,4070,3930,3960,193022100
2020-11-13,3970,4080,3960,4000,237374000
2020-11-12,4100,4100,3920,3950,333297500
2020-11-11,3970,4190,3950,4120,357098000
2020-11-10,3800,4010,3770,4000,565562100
2020-11-09,3680,3690,3580,3690,257455400
2020-11-06,3510,3600,3470,3560,268767800
2020-11-05,3370,3490,3360,3490,234792600
2020-11-04,3420,3420,3290,3290,138230100
2020-11-03,3390,3400,3360,3380,121456100
2020-11-02,3360,3390,3300,3380,156784000
2020-10-27,3340,3400,3330,3360,183306100
2020-10-26,3300,3360,3290,3340,101222500
2020-10-23,3350,3350,3270,3290,117246500
2020-10-22,3220,3300,3200,3300,160136600
2020-10-21,3280,3310,3230,3240,116981800
2020-10-20,3280,3290,3210,3250,134038300
2020-10-19,3260,3290,3230,3280,96199300
2020-10-16,3340,3360,3210,3250,140443600
2020-10-15,3360,3380,3310,3310,183294800
2020-10-14,3300,3380,3290,3360,193879700
2020-10-13,3190,3300,3150,3280,204438200
2020-10-12,3160,3210,3150,3190,156519700
2020-10-09,3150,3170,3120,3150,81127400
2020-10-08,3150,3170,3110,3150,123924000
2020-10-07,3160,3170,3080,3120,288740100
2020-10-06,3220,3240,3180,3190,120816800
2020-10-05,3160,3170,3110,3160,92722900
2020-10-02,3180,3210,3060,3100,157063600
2020-10-01,3090,3170,3060,3160,130031000
2020-09-30,3060,3080,3000,3040,167835700
2020-09-29,3120,3160,3020,3040,182697100
2020-09-28,3180,3230,3080,3090,135465800
2020-09-25,3060,3180,3040,3160,169418100
2020-09-24,3030,3080,3010,3030,164151300
2020-09-23,3170,3180,3050,3080,120607900
2020-09-22,3110,3190,3100,3130,134585500
2020-09-21,3200,3250,3150,3190,114168800
2020-09-18,3200,3270,3190,3220,202880500
2020-09-17,3270,3310,3170,3200,167611400
2020-09-16,3370,3390,3240,3260,138529300
2020-09-15,3440,3460,3310,3330,195531100
2020-09-14,3300,3450,3300,3440,275888700
2020-09-11,3020,3310,3010,3250,583497600
2020-09-10,3300,3300,3180,3180,277847900
2020-09-09,3480,3490,3380,3410,178435500
2020-09-08,3510,3570,3510,3520,81381900
2020-09-07,3550,3570,3500,3510,94814200
2020-09-04,0,3610,3480,3550,134555700
2020-09-03,0,3690,3550,3580,179612400
2020-09-02,0,3660,3590,3660,106924600
2020-09-01,0,3630,3480,3610,196959300
2020-08-31,0,3740,3500,3510,266042400
2020-08-28,0,3740,3650,3690,77888200
2020-08-27,0,3780,3660,3700,187984900
2020-08-26,0,3820,3700,3740,161962800
2020-08-25,0,3800,3640,3800,179300000
2020-08-24,0,3650,3520,3640,194972300
2020-08-19,0,3640,3520,3560,217533000
2020-08-18,0,3530,3340,3520,262001000
2020-08-14,0,3350,3280,3340,99152200
2020-08-13,0,3450,3300,3330,214222600
2020-08-12,0,3370,3190,3350,459419200
2020-08-11,0,3220,3130,3190,172459100
2020-08-10,0,3150,3100,3130,91465200
2020-08-07,0,3130,3060,3110,89917300
2020-08-06,0,3130,3090,3110,114602400
2020-08-05,0,3110,3040,3080,161496000
2020-08-04,0,3080,3000,3080,156288000
2020-08-03,0,3180,2970,2990,339279900
2020-07-30,0,3170,3110,3160,78478700
2020-07-29,0,3150,3100,3120,67176700
2020-07-28,0,3170,3100,3140,103419800
2020-07-27,0,3150,3090,3150,94516900
2020-07-24,0,3140,3090,3090,94805600
2020-07-23,0,3160,3100,3140,147857700
2020-07-22,0,3170,3090,3100,173557500
2020-07-21,0,3180,3050,3150,204157000
2020-07-20,0,3130,3030,3050,136548700
2020-07-17,0,3150,3100,3100,119587700
2020-07-16,0,3160,3130,3140,117097200
2020-07-15,0,3240,3130,3130,165721200
2020-07-14,0,3250,3130,3170,211237700
2020-07-13,0,3180,3050,3160,95863700
2020-07-10,0,3150,3100,3110,107116200
2020-07-09,0,3230,3140,3140,192182300
2020-07-08,0,3200,3030,3190,339667600
2020-07-07,0,3080,3030,3030,207371700
2020-07-06,0,3100,3030,3040,134677700
2020-07-03,0,3090,3040,3050,49472800
2020-07-02,0,3090,3040,3060,169484600
2020-07-01,0,3070,3030,3060,101290700
2020-06-30,0,3110,3030,3030,134014700
2020-06-29,0,3060,2980,3040,118809900
2020-06-26,0,3120,3020,3030,147306200
2020-06-25,0,3110,3040,3060,158209300
2020-06-24,0,3140,3010,3120,308484300
2020-06-23,0,3060,2980,3010,171421500
2020-06-22,0,3110,3030,3060,95377000
2020-06-19,0,3110,3060,3100,166969600
2020-06-18,0,3120,3040,3050,130942600
2020-06-17,0,3200,3080,3100,218180800
2020-06-16,0,3150,2960,3130,338682000
2020-06-15,0,3050,2890,2900,230766700
2020-06-12,0,3040,2800,3030,472128400
2020-06-11,0,3130,2900,2970,372347500
2020-06-10,0,3180,3000,3030,443231300
2020-06-09,0,3360,3210,3210,254497400
2020-06-08,0,3370,3170,3300,384332100
2020-06-05,0,3130,2960,3110,267393400
2020-06-04,0,3200,3030,3060,250143200
2020-06-03,0,3280,3010,3100,438099000
2020-06-02,0,3290,2950,3180,467460800
2020-05-29,0,2950,2700,2950,872607300
2020-05-28,0,2780,2640,2730,453391300
2020-05-27,0,2630,2520,2630,432813000
2020-05-26,0,2550,2470,2520,404097300
2020-05-20,0,2500,2320,2480,394395900
2020-05-19,0,2420,2250,2370,531310100
2020-05-18,0,2270,2160,2170,455462600
2020-05-15,0,2400,2210,2240,594658300
2020-05-14,0,2480,2330,2350,470265100
2020-05-13,0,2520,2440,2470,338592200
2020-05-12,0,2630,2470,2490,368672700
2020-05-11,0,2640,2600,2620,154599200
2020-05-08,0,2660,2580,2590,205764900
2020-05-06,0,2650,2600,2620,173052900
2020-05-05,0,2680,2610,2630,184761500
2020-05-04,0,2680,2600,2630,200608900
2020-04-30,0,2740,2610,2730,432073900
2020-04-29,0,2620,2560,2580,209136400
2020-04-28,0,2690,2570,2590,268296100
2020-04-27,0,2700,2610,2660,182608400
2020-04-24,0,2800,2630,2630,293711300
2020-04-23,0,2880,2790,2800,216170700
2020-04-22,0,2830,2650,2790,179543300
2020-04-21,0,2790,2690,2720,132873300
2020-04-20,0,2900,2760,2780,222008500
2020-04-17,0,2840,2660,2830,402325500
2020-04-16,0,2770,2580,2610,367748800
2020-04-15,0,2990,2730,2760,319095100
2020-04-14,0,2900,2770,2900,219734000
2020-04-13,0,2840,2700,2770,123731400
2020-04-09,0,2910,2750,2790,265787000
2020-04-08,0,3040,2820,2820,292946600
2020-04-07,0,3240,2950,3030,405389200
2020-04-06,0,3030,2910,3020,285099900
2020-04-03,0,2950,2830,2890,293146900
2020-04-02,0,2900,2800,2870,299882400
2020-04-01,0,3080,2900,2930,271743600
2020-03-31,0,3200,2970,3020,314996600
2020-03-30,0,3150,3010,3010,217509200
2020-03-27,0,3670,3000,3230,480930500
2020-03-26,0,3000,2500,2940,634588200
2020-03-24,0,2750,2440,2440,495129300
2020-03-23,0,2700,2620,2620,164404600
2020-03-20,0,2970,2730,2810,598363000
2020-03-19,0,3140,2930,2930,137946900
2020-03-18,0,3440,3090,3140,248104200
2020-03-17,0,3570,3260,3260,208568600
2020-03-16,0,3750,3460,3500,178420500
2020-03-13,0,3770,3360,3720,268837000
2020-03-12,3820,3840,3600,3610,151940600
2020-03-11,3950,4030,3880,3910,177519900
2020-03-10,3780,4030,3780,3910,165975500
2020-03-09,3900,3950,3750,3750,149028700
2020-03-06,4040,4050,4000,4010,159391900
2020-03-05,4290,4300,4130,4150,133588200
2020-03-04,4140,4240,4130,4220,116305200
2020-03-03,4050,4180,4000,4100,198413400
2020-03-02,4190,4200,3980,3980,187659200
2020-02-28,3990,4190,3910,4190,191962700
2020-02-27,4380,4380,4120,4130,207157400
2020-02-26,4500,4510,4470,4480,149197600
2020-02-25,4460,4550,4460,4500,113929600
2020-02-24,4540,4540,4470,4490,102908000
2020-02-21,4560,4560,4510,4510,106960700
2020-02-20,4520,4580,4510,4560,98180400
2020-02-19,4460,4480,4450,4480,100810700
2020-02-18,4470,4500,4400,4400,88694500
2020-02-17,4480,4540,4470,4470,119759900
2020-02-14,4530,4590,4530,4550,127004900
2020-02-13,4580,4590,4540,4570,79710700
2020-02-12,4520,4560,4520,4530,130150400
2020-02-11,4540,4540,4480,4510,85150100
2020-02-10,4500,4530,4400,4500,170890600
2020-02-07,4580,4580,4540,4550,133042500
2020-02-06,4590,4590,4530,4550,94855500
2020-02-05,4570,4580,4510,4560,91267300
2020-02-04,4690,4690,4520,4560,112377400
2020-02-03,4460,4490,4450,4460,131584600
2020-01-31,4570,4580,4460,4460,137055500
2020-01-30,4700,4700,4580,4580,87726300
2020-01-29,4620,4660,4600,4620,194871800
2020-01-28,4580,4640,4570,4620,95394600
2020-01-27,4700,4700,4640,4650,93704600
2020-01-24,4730,4750,4680,4740,96017400
2020-01-23,4720,4760,4690,4740,139861200
2020-01-22,4680,4710,4670,4710,82370500
2020-01-21,4670,4680,4640,4670,73839600
2020-01-20,4690,4690,4630,4660,81837500
2020-01-17,4620,4640,4600,4630,121175500
2020-01-16,4570,4590,4510,4570,133986100
2020-01-15,4570,4580,4530,4580,102566700
2020-01-14,4540,4600,4520,4570,158414200
2020-01-13,4430,4510,4420,4510,111351400
2020-01-10,4430,4430,4390,4410,124809200
2020-01-09,4400,4420,4370,4400,72072000
2020-01-08,4380,4400,4340,4380,171751200
2020-01-07,4410,4410,4380,4400,103948100
2020-01-06,4360,4390,4320,4370,44225100
2020-01-03,4420,4440,4390,4420,82898300
2020-01-02,4400,4410,4360,4410,41714100
